actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,duration,episode,episode_reward,episode_success,step,total_duration
2.675689057441417,-0.8032582867479994,-4.0,0.6507104343187833,0.09749491868387196,0.07093816331190193,0.010715124876665805,6.518416404724121,11.0,29.76602403279995,0.0,5500,19.316365718841553
2.7306979827880857,-1.1487132878303528,-4.0,0.6246500203609466,0.09280606625519328,0.07290893900394439,0.007185499746352434,5.917599678039551,12.0,10.611504427049725,0.0,6000,25.234036207199097
2.7300899505615233,-1.5026645176410676,-4.0,0.5952355577945709,0.0884438127536957,0.0884709334820509,0.018680313653312623,5.931209564208984,13.0,65.29600805315947,0.0,6500,31.165321826934814
2.727974205493927,-1.8878348050117493,-4.0,0.5675174711942673,0.08435191985696333,0.09404341325163841,0.011363365765661002,5.919806718826294,14.0,166.5357692600951,0.0,7000,37.08520293235779
2.7293769268989565,-2.210509708404541,-4.0,0.5416812165975571,0.08049486679087216,0.09239412812888623,0.008799485241994262,5.998718976974487,15.0,53.19571335222088,0.0,7500,43.08399415016174
2.728149565219879,-2.509474762439728,-4.0,0.5170383452177048,0.07684709250591738,0.09088374684751034,0.009010373191908002,5.919833421707153,16.0,14.189515907910396,0.0,8000,49.00389814376831
2.7285783247947695,-2.8121493849754335,-4.0,0.4937942934632301,0.07338756907595957,0.08879868145287037,0.01111816596891731,5.91105055809021,17.0,39.441579017133996,0.0,8500,54.915026903152466
2.7288478531837463,-3.068940448760986,-4.0,0.4716912557482719,0.07009982636684182,0.08783606153726578,0.01085767819546163,5.995347499847412,18.0,32.857958275156356,0.0,9000,60.91045165061951
2.7253365354537964,-3.319841697216034,-4.0,0.4504031125307083,0.06697113695019735,0.08644652681052685,0.013849865383468569,5.925574541091919,19.0,32.447028634584115,0.0,9500,66.83609795570374
2.7247131633758546,-3.5529416093826294,-4.0,0.43031447619199753,0.0639899181311449,0.08445857800543308,0.013085342173464597,5.927307605743408,20.0,25.874744734579913,0.0,10000,72.76347589492798
2.7217199425697327,-3.8209681816101075,-4.0,0.4110128209590912,0.06114685515168512,0.08648542357981205,0.018239806743338704,21.827488660812378,21.0,24.92825486894835,0.0,10500,94.59103584289551
2.7177918605804443,-4.065728500843048,-4.0,0.392549248278141,0.0584342273911896,0.08643765623867512,0.01702687700279057,5.975141525268555,22.0,74.45326646072645,0.0,11000,100.5662477016449
2.714896749973297,-4.264026279449463,-4.0,0.3749902000427246,0.05584423580869997,0.08484104765951633,0.01918916610442102,5.950771331787109,23.0,32.91893539191235,0.0,11500,106.51709938049316
2.7109136934280396,-4.454473176956177,-4.0,0.35816997969150544,0.05337111180954397,0.08472165034711361,0.02002703967131674,5.96068811416626,24.0,36.546489038666564,0.0,12000,112.47786140441895
2.703114281654358,-4.613080827713013,-4.0,0.341921117067337,0.051009157183306744,0.08280148276686669,0.019553631709888577,5.957739353179932,25.0,22.811821265066516,0.0,12500,118.43567681312561
2.6911692066192625,-4.79411308002472,-4.0,0.32622154211997983,0.04875371425646454,0.08341863097250461,0.022858629001304507,5.967734336853027,26.0,54.694729746527585,0.0,13000,124.4034833908081
2.674553589820862,-4.953765855789184,-4.0,0.31104051488637924,0.04660068863538588,0.08363670888543129,0.0234919726382941,6.055236101150513,27.0,29.761984461449863,0.0,13500,130.45879125595093
2.6430089888572694,-5.142440382957458,-4.0,0.2959252728819847,0.044546702350362594,0.08490785214304924,0.026756872383877636,5.9808502197265625,28.0,63.38216355089065,0.0,14000,136.43971371650696
2.6258227200508117,-5.27057802772522,-4.0,0.282165897667408,0.04258472529314333,0.08480633346736431,0.030290332540869713,6.030313491821289,29.0,42.99878178158028,0.0,14500,142.47009754180908
2.5897182517051696,-5.402671544075012,-4.0,0.2682885392308235,0.040712432577350584,0.08340404765307903,0.028246709287166594,6.148874998092651,30.0,31.094460165816265,0.0,15000,148.6190435886383
2.556212559700012,-5.547293035507202,-4.0,0.25520499762892723,0.038925576753775164,0.08211622121930122,0.03651329965516925,6.224767684936523,31.0,13.127559869321288,0.0,15500,154.84388422966003
2.5319775195121763,-5.705390813827514,-4.0,0.2431019120812416,0.037217233482745915,0.08131251893937588,0.0346858637072146,5.9974284172058105,32.0,23.18697881383795,0.0,16000,160.8413906097412
2.5070289330482485,-5.907695085525512,-4.0,0.2315423363149166,0.03558271706205678,0.08283631113171577,0.04698301586508751,5.97742223739624,33.0,38.70913937516235,0.0,16500,166.8188898563385
2.451532471656799,-6.1110458641052245,-4.0,0.21951000997424125,0.03402281371178059,0.08636126664280891,0.05840804999321699,6.014454364776611,34.0,79.00288067018549,0.0,17000,172.83341479301453
